Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Worcestershire,E10000034,Upper tier local authority,2020-03-21,13,,,69,,
West Sussex,E10000032,Upper tier local authority,2020-03-21,10,,,66,,
Warwickshire,E10000031,Upper tier local authority,2020-03-21,9,,,80,,
Surrey,E10000030,Upper tier local authority,2020-03-21,24,,,198,,
Suffolk,E10000029,Upper tier local authority,2020-03-21,9,,,39,,
Staffordshire,E10000028,Upper tier local authority,2020-03-21,18,,,97,,
Somerset,E10000027,Upper tier local authority,2020-03-21,3,,,22,,
Oxfordshire,E10000025,Upper tier local authority,2020-03-21,6,,,76,,
Nottinghamshire,E10000024,Upper tier local authority,2020-03-21,10,,,82,,
North Yorkshire,E10000023,Upper tier local authority,2020-03-21,11,,,41,,
Northamptonshire,E10000021,Upper tier local authority,2020-03-21,7,,,52,,
Norfolk,E10000020,Upper tier local authority,2020-03-21,6,,,44,,
Lincolnshire,E10000019,Upper tier local authority,2020-03-21,4,,,33,,
Leicestershire,E10000018,Upper tier local authority,2020-03-21,9,,,67,,
Lancashire,E10000017,Upper tier local authority,2020-03-21,9,,,69,,
Kent,E10000016,Upper tier local authority,2020-03-21,7,,,101,,
Hertfordshire,E10000015,Upper tier local authority,2020-03-21,20,,,161,,
Hampshire,E10000014,Upper tier local authority,2020-03-21,23,,,212,,
Gloucestershire,E10000013,Upper tier local authority,2020-03-21,9,,,50,,
Essex,E10000012,Upper tier local authority,2020-03-21,19,,,107,,
East Sussex,E10000011,Upper tier local authority,2020-03-21,4,,,28,,
Devon,E10000008,Upper tier local authority,2020-03-21,1,,,48,,
Derbyshire,E10000007,Upper tier local authority,2020-03-21,20,,,121,,
Cumbria,E10000006,Upper tier local authority,2020-03-21,23,,,140,,
Cambridgeshire,E10000003,Upper tier local authority,2020-03-21,9,,,52,,
Buckinghamshire,E10000002,Upper tier local authority,2020-03-21,11,,,84,,
Westminster,E09000033,Upper tier local authority,2020-03-21,13,,,145,,
Wandsworth,E09000032,Upper tier local authority,2020-03-21,16,,,169,,
Waltham Forest,E09000031,Upper tier local authority,2020-03-21,12,,,67,,
Tower Hamlets,E09000030,Upper tier local authority,2020-03-21,8,,,74,,
Sutton,E09000029,Upper tier local authority,2020-03-21,5,,,44,,
Southwark,E09000028,Upper tier local authority,2020-03-21,13,,,181,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-03-21,2,,,38,,
Redbridge,E09000026,Upper tier local authority,2020-03-21,10,,,66,,
Newham,E09000025,Upper tier local authority,2020-03-21,6,,,73,,
Merton,E09000024,Upper tier local authority,2020-03-21,7,,,90,,
Lewisham,E09000023,Upper tier local authority,2020-03-21,8,,,103,,
Lambeth,E09000022,Upper tier local authority,2020-03-21,18,,,192,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-03-21,1,,,36,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-03-21,5,,,92,,
Islington,E09000019,Upper tier local authority,2020-03-21,8,,,73,,
Hounslow,E09000018,Upper tier local authority,2020-03-21,14,,,88,,
Hillingdon,E09000017,Upper tier local authority,2020-03-21,9,,,86,,
Havering,E09000016,Upper tier local authority,2020-03-21,6,,,46,,
Harrow,E09000015,Upper tier local authority,2020-03-21,18,,,131,,
Haringey,E09000014,Upper tier local authority,2020-03-21,11,,,83,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-03-21,12,,,72,,
Hackney,E09000012,Upper tier local authority,2020-03-21,5,,,70,,
Greenwich,E09000011,Upper tier local authority,2020-03-21,18,,,96,,
Enfield,E09000010,Upper tier local authority,2020-03-21,8,,,94,,
Ealing,E09000009,Upper tier local authority,2020-03-21,11,,,125,,
Croydon,E09000008,Upper tier local authority,2020-03-21,25,,,148,,
Camden,E09000007,Upper tier local authority,2020-03-21,15,,,77,,
Bromley,E09000006,Upper tier local authority,2020-03-21,16,,,102,,
Brent,E09000005,Upper tier local authority,2020-03-21,18,,,164,,
Bexley,E09000004,Upper tier local authority,2020-03-21,4,,,53,,
Barnet,E09000003,Upper tier local authority,2020-03-21,18,,,151,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-03-21,10,,,52,,
Gateshead,E08000037,Upper tier local authority,2020-03-21,2,,,5,,
Wakefield,E08000036,Upper tier local authority,2020-03-21,2,,,14,,
Leeds,E08000035,Upper tier local authority,2020-03-21,6,,,41,,
Kirklees,E08000034,Upper tier local authority,2020-03-21,3,,,21,,
Calderdale,E08000033,Upper tier local authority,2020-03-21,2,,,7,,
Bradford,E08000032,Upper tier local authority,2020-03-21,3,,,17,,
Wolverhampton,E08000031,Upper tier local authority,2020-03-21,11,,,98,,
Walsall,E08000030,Upper tier local authority,2020-03-21,12,,,61,,
Solihull,E08000029,Upper tier local authority,2020-03-21,4,,,18,,
Sandwell,E08000028,Upper tier local authority,2020-03-21,7,,,60,,
Dudley,E08000027,Upper tier local authority,2020-03-21,6,,,53,,
Coventry,E08000026,Upper tier local authority,2020-03-21,9,,,36,,
Birmingham,E08000025,Upper tier local authority,2020-03-21,30,,,243,,
Sunderland,E08000024,Upper tier local authority,2020-03-21,5,,,17,,
South Tyneside,E08000023,Upper tier local authority,2020-03-21,2,,,8,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-03-21,9,,,44,,
Sheffield,E08000019,Upper tier local authority,2020-03-21,37,,,169,,
Rotherham,E08000018,Upper tier local authority,2020-03-21,4,,,19,,
Barnsley,E08000016,Upper tier local authority,2020-03-21,4,,,22,,
Wirral,E08000015,Upper tier local authority,2020-03-21,3,,,16,,
Sefton,E08000014,Upper tier local authority,2020-03-21,2,,,16,,
St. Helens,E08000013,Upper tier local authority,2020-03-21,2,,,12,,
Liverpool,E08000012,Upper tier local authority,2020-03-21,14,,,59,,
Knowsley,E08000011,Upper tier local authority,2020-03-21,3,,,9,,
Wigan,E08000010,Upper tier local authority,2020-03-21,4,,,15,,
Trafford,E08000009,Upper tier local authority,2020-03-21,4,,,36,,
Tameside,E08000008,Upper tier local authority,2020-03-21,8,,,36,,
Stockport,E08000007,Upper tier local authority,2020-03-21,6,,,43,,
Salford,E08000006,Upper tier local authority,2020-03-21,8,,,38,,
Rochdale,E08000005,Upper tier local authority,2020-03-21,6,,,24,,
Oldham,E08000004,Upper tier local authority,2020-03-21,10,,,35,,
Manchester,E08000003,Upper tier local authority,2020-03-21,3,,,42,,
Bury,E08000002,Upper tier local authority,2020-03-21,2,,,17,,
Bolton,E08000001,Upper tier local authority,2020-03-21,1,,,21,,
Dorset,E06000059,Upper tier local authority,2020-03-21,3,,,19,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-03-21,3,,,15,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-03-21,3,,,26,,
Bedford,E06000055,Upper tier local authority,2020-03-21,1,,,8,,
Wiltshire,E06000054,Upper tier local authority,2020-03-21,4,,,35,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-03-21,3,,,32,,
Shropshire,E06000051,Upper tier local authority,2020-03-21,2,,,35,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-03-21,1,,,21,,
Cheshire East,E06000049,Upper tier local authority,2020-03-21,3,,,27,,
County Durham,E06000047,Upper tier local authority,2020-03-21,3,,,15,,
Isle of Wight,E06000046,Upper tier local authority,2020-03-21,1,,,4,,
Southampton,E06000045,Upper tier local authority,2020-03-21,6,,,23,,
Portsmouth,E06000044,Upper tier local authority,2020-03-21,1,,,28,,
Brighton and Hove,E06000043,Upper tier local authority,2020-03-21,3,,,24,,
Milton Keynes,E06000042,Upper tier local authority,2020-03-21,4,,,33,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-03-21,2,,,31,,
Slough,E06000039,Upper tier local authority,2020-03-21,2,,,50,,
Reading,E06000038,Upper tier local authority,2020-03-21,3,,,19,,
West Berkshire,E06000037,Upper tier local authority,2020-03-21,7,,,21,,
Bracknell Forest,E06000036,Upper tier local authority,2020-03-21,5,,,13,,
